witness_id,home_borough,total_reports,reports_with_photo,avg_statement_certainty,preferred_report_channel
WIT_00025924,Brooklyn,18,8,0.335,social_media
WIT_00025925,Bronx,15,4,0.414,mobile_app
WIT_00025926,Queens,13,6,0.394,mobile_app
WIT_00025927,Manhattan,9,2,0.376,mobile_app
WIT_00025928,Manhattan,8,3,0.336,police_scanner
WIT_00025929,Bronx,7,3,0.269,mobile_app
WIT_00025930,Queens,19,7,0.251,mobile_app
WIT_00025931,Manhattan,19,9,0.304,mobile_app
WIT_00025932,Brooklyn,15,6,0.204,mobile_app
WIT_00025933,Queens,12,3,0.213,mobile_app
WIT_00025934,Queens,17,5,0.575,mobile_app
WIT_00025935,Bronx,12,3,0.189,mobile_app
WIT_00025936,Manhattan,11,5,0.148,mobile_app
WIT_00025937,Queens,16,4,0.231,mobile_app
WIT_00025938,Manhattan,15,6,0.398,mobile_app
WIT_00025939,Bronx,12,2,0.508,mobile_app
WIT_00025940,Bronx,12,6,0.384,mobile_app
WIT_00025941,Brooklyn,14,7,0.337,mobile_app
WIT_00025942,Brooklyn,19,9,0.34,social_media
WIT_00025943,Queens,12,5,0.314,mobile_app
WIT_00025944,Brooklyn,13,3,0.261,social_media
WIT_00025945,Bronx,10,2,0.182,anonymous_tip
WIT_00025946,Bronx,17,7,0.494,social_media
WIT_00025947,Bronx,12,5,0.282,mobile_app
WIT_00025948,Brooklyn,10,1,0.228,mobile_app
WIT_00025949,Queens,14,6,0.573,mobile_app
WIT_00025950,Manhattan,10,4,0.358,mobile_app
WIT_00025951,Bronx,11,8,0.276,police_scanner
WIT_00025952,Staten_Island,2,0,0.288,anonymous_tip
WIT_00025953,Queens,10,4,0.417,mobile_app
WIT_00025954,Staten_Island,7,3,0.185,social_media
WIT_00025955,Brooklyn,18,5,0.287,mobile_app
WIT_00025956,Bronx,10,6,0.287,social_media
WIT_00025957,Manhattan,18,3,0.232,mobile_app
WIT_00025958,Staten_Island,11,8,0.291,mobile_app
WIT_00025959,Brooklyn,17,1,0.081,mobile_app
WIT_00025960,Brooklyn,20,7,0.332,mobile_app
WIT_00025961,Manhattan,19,8,0.532,mobile_app
WIT_00025962,Manhattan,18,3,0.38,mobile_app
WIT_00025963,Manhattan,16,6,0.195,mobile_app
WIT_00025964,Brooklyn,17,8,0.216,mobile_app
WIT_00025965,Brooklyn,9,3,0.398,mobile_app
WIT_00025966,Staten_Island,9,3,0.404,mobile_app
WIT_00025967,Queens,21,10,0.306,mobile_app
WIT_00025968,Manhattan,17,6,0.226,mobile_app
WIT_00025969,Staten_Island,5,2,0.287,news_report
WIT_00025970,Staten_Island,7,0,0.158,mobile_app
WIT_00025971,Queens,16,5,0.379,police_scanner
WIT_00025972,Staten_Island,2,0,0.463,anonymous_tip
WIT_00025973,Bronx,14,4,0.295,mobile_app
WIT_00025974,Queens,11,6,0.411,social_media
WIT_00025975,Staten_Island,5,3,0.275,police_scanner
WIT_00025976,Manhattan,18,6,0.402,mobile_app
WIT_00025977,Manhattan,9,3,0.463,mobile_app
WIT_00025978,Queens,20,11,0.32,mobile_app
WIT_00025979,Staten_Island,7,2,0.5,police_scanner
WIT_00025980,Brooklyn,11,6,0.301,mobile_app
WIT_00025981,Brooklyn,16,6,0.195,mobile_app
WIT_00025982,Manhattan,8,3,0.225,mobile_app
WIT_00025983,Staten_Island,2,1,0.291,news_report
WIT_00025984,Manhattan,13,7,0.473,camera_network
WIT_00025985,Bronx,10,3,0.228,mobile_app
WIT_00025986,Manhattan,13,5,0.176,mobile_app
WIT_00025987,Queens,10,6,0.459,mobile_app
WIT_00025988,Staten_Island,8,2,0.543,mobile_app
WIT_00025989,Brooklyn,13,8,0.494,mobile_app
WIT_00025990,Brooklyn,10,3,0.294,mobile_app
WIT_00025991,Bronx,12,4,0.281,mobile_app
WIT_00025992,Staten_Island,6,1,0.144,anonymous_tip
WIT_00025993,Bronx,6,2,0.246,mobile_app
WIT_00025994,Queens,17,8,0.265,mobile_app
WIT_00025995,Manhattan,14,7,0.43,mobile_app
WIT_00025996,Queens,13,2,0.286,mobile_app
WIT_00025997,Queens,18,11,0.411,police_scanner
WIT_00025998,Manhattan,15,8,0.502,mobile_app
WIT_00025999,Queens,16,5,0.3,mobile_app
WIT_00026000,Manhattan,16,4,0.236,mobile_app
WIT_00026001,Brooklyn,14,7,0.346,mobile_app
WIT_00026002,Queens,17,7,0.418,mobile_app
WIT_00026003,Staten_Island,7,2,0.268,mobile_app
WIT_00026004,Manhattan,20,6,0.406,mobile_app
WIT_00026005,Bronx,11,5,0.606,mobile_app
WIT_00026006,Manhattan,17,6,0.3,mobile_app
WIT_00026007,Bronx,14,4,0.31,mobile_app
WIT_00026008,Queens,17,6,0.485,mobile_app
WIT_00026009,Bronx,9,4,0.363,mobile_app
WIT_00026010,Staten_Island,13,4,0.336,police_scanner
WIT_00026011,Bronx,16,6,0.534,police_scanner
WIT_00026012,Manhattan,16,3,0.473,mobile_app
WIT_00026013,Manhattan,17,7,0.44,mobile_app
WIT_00026014,Staten_Island,12,6,0.421,mobile_app
WIT_00026015,Staten_Island,3,2,0.087,camera_network
WIT_00026016,Bronx,10,3,0.142,anonymous_tip
WIT_00026017,Manhattan,13,3,0.248,mobile_app
WIT_00026018,Bronx,16,7,0.281,mobile_app
WIT_00026019,Brooklyn,17,8,0.283,police_scanner
WIT_00026020,Manhattan,14,6,0.38,social_media
WIT_00026021,Bronx,9,5,0.344,mobile_app
WIT_00026022,Queens,21,7,0.192,mobile_app
WIT_00026023,Queens,17,4,0.245,mobile_app
WIT_00026024,Brooklyn,15,5,0.389,mobile_app
WIT_00026025,Staten_Island,4,1,0.415,social_media
WIT_00026026,Queens,15,4,0.339,mobile_app
WIT_00026027,Manhattan,16,5,0.285,mobile_app
WIT_00026028,Manhattan,10,4,0.298,news_report
WIT_00026029,Manhattan,11,4,0.122,mobile_app
WIT_00026030,Queens,11,7,0.262,mobile_app
WIT_00026031,Queens,15,5,0.325,mobile_app
WIT_00026032,Manhattan,16,10,0.555,mobile_app
WIT_00026033,Manhattan,16,9,0.5,mobile_app
WIT_00026034,Bronx,9,2,0.451,mobile_app
WIT_00026035,Manhattan,21,6,0.447,social_media
WIT_00026036,Queens,16,6,0.345,mobile_app
WIT_00026037,Staten_Island,8,3,0.513,social_media
WIT_00026038,Queens,10,3,0.188,mobile_app
WIT_00026039,Manhattan,15,5,0.496,mobile_app
WIT_00026040,Queens,13,2,0.377,mobile_app
WIT_00026041,Staten_Island,6,2,0.256,mobile_app
WIT_00026042,Queens,15,5,0.474,mobile_app
WIT_00026043,Staten_Island,6,3,0.36,mobile_app
WIT_00026044,Brooklyn,20,7,0.355,mobile_app
WIT_00026045,Queens,17,6,0.434,mobile_app
WIT_00026046,Brooklyn,20,9,0.557,mobile_app
WIT_00026047,Manhattan,15,5,0.284,mobile_app
WIT_00026048,Brooklyn,17,6,0.291,mobile_app
WIT_00026049,Manhattan,12,6,0.257,mobile_app
WIT_00026050,Queens,10,4,0.221,mobile_app
WIT_00026051,Brooklyn,21,7,0.167,mobile_app
WIT_00026052,Manhattan,14,3,0.393,mobile_app
WIT_00026053,Bronx,10,2,0.526,social_media
WIT_00026054,Manhattan,12,2,0.455,mobile_app
WIT_00026055,Queens,10,5,0.435,mobile_app
WIT_00026056,Manhattan,10,3,0.435,mobile_app
WIT_00026057,Queens,20,10,0.439,mobile_app
WIT_00026058,Bronx,14,5,0.199,social_media
WIT_00026059,Brooklyn,30,10,0.442,mobile_app
WIT_00026060,Brooklyn,11,4,0.535,mobile_app
WIT_00026061,Bronx,12,4,0.507,police_scanner
WIT_00026062,Staten_Island,9,2,0.218,anonymous_tip
WIT_00026063,Queens,18,13,0.575,social_media
WIT_00026064,Manhattan,10,5,0.248,police_scanner
WIT_00026065,Brooklyn,16,6,0.453,social_media
WIT_00026066,Brooklyn,16,6,0.32,mobile_app
WIT_00026067,Manhattan,11,5,0.284,mobile_app
WIT_00026068,Bronx,15,7,0.123,mobile_app
WIT_00026069,Bronx,12,3,0.437,social_media
WIT_00026070,Brooklyn,12,2,0.144,mobile_app
WIT_00026071,Manhattan,15,6,0.514,mobile_app
WIT_00026072,Queens,16,9,0.464,mobile_app
WIT_00026073,Queens,12,7,0.269,mobile_app
WIT_00026074,Brooklyn,12,6,0.511,mobile_app
WIT_00026075,Manhattan,13,4,0.347,mobile_app
WIT_00026076,Bronx,12,3,0.336,mobile_app
WIT_00026077,Brooklyn,24,7,0.239,mobile_app
WIT_00026078,Brooklyn,17,4,0.242,mobile_app
WIT_00026079,Manhattan,18,5,0.233,mobile_app
WIT_00026080,Queens,17,7,0.444,mobile_app
WIT_00026081,Bronx,10,6,0.3,mobile_app
WIT_00026082,Manhattan,8,1,0.485,police_scanner
WIT_00026083,Manhattan,8,4,0.343,mobile_app
WIT_00026084,Queens,15,6,0.292,mobile_app
WIT_00026085,Staten_Island,8,4,0.448,police_scanner
WIT_00026086,Bronx,6,2,0.529,mobile_app
WIT_00026087,Manhattan,11,4,0.276,mobile_app
WIT_00026088,Manhattan,14,5,0.229,mobile_app
WIT_00026089,Bronx,8,2,0.246,mobile_app
WIT_00026090,Brooklyn,17,7,0.159,anonymous_tip
WIT_00026091,Brooklyn,15,4,0.313,mobile_app
WIT_00026092,Queens,9,4,0.347,mobile_app
WIT_00026093,Brooklyn,13,5,0.178,mobile_app
WIT_00026094,Queens,19,3,0.293,mobile_app
WIT_00026095,Manhattan,9,0,0.11,police_scanner
WIT_00026096,Queens,15,8,0.205,mobile_app
WIT_00026097,Brooklyn,14,6,0.156,social_media
WIT_00026098,Queens,13,7,0.431,mobile_app
WIT_00026099,Staten_Island,0,0,,none
WIT_00026100,Bronx,10,4,0.416,mobile_app
WIT_00026101,Manhattan,17,7,0.412,mobile_app
WIT_00026102,Manhattan,17,7,0.137,mobile_app
WIT_00026103,Manhattan,18,5,0.262,mobile_app
WIT_00026104,Bronx,9,3,0.13,social_media
WIT_00026105,Brooklyn,14,1,0.161,mobile_app
WIT_00026106,Staten_Island,8,2,0.298,mobile_app
WIT_00026107,Brooklyn,11,4,0.443,mobile_app
WIT_00026108,Bronx,18,8,0.389,mobile_app
WIT_00026109,Manhattan,21,8,0.183,social_media
WIT_00026110,Manhattan,13,2,0.333,social_media
WIT_00026111,Manhattan,16,5,0.448,mobile_app
WIT_00026112,Queens,10,5,0.208,mobile_app
WIT_00026113,Staten_Island,7,3,0.288,police_scanner
WIT_00026114,Manhattan,12,6,0.32,mobile_app
WIT_00026115,Bronx,8,4,0.561,mobile_app
WIT_00026116,Manhattan,18,5,0.251,mobile_app
WIT_00026117,Queens,18,6,0.222,social_media
WIT_00026118,Brooklyn,21,4,0.266,mobile_app
WIT_00026119,Staten_Island,8,4,0.604,social_media
WIT_00026120,Queens,15,6,0.453,mobile_app
WIT_00026121,Brooklyn,9,4,0.129,mobile_app
WIT_00026122,Manhattan,19,8,0.349,mobile_app
WIT_00026123,Queens,17,5,0.434,anonymous_tip
WIT_00026124,Brooklyn,12,4,0.419,mobile_app
WIT_00026125,Queens,12,2,0.428,mobile_app
WIT_00026126,Bronx,5,2,0.413,mobile_app
WIT_00026127,Brooklyn,18,2,0.275,mobile_app
WIT_00026128,Queens,15,4,0.336,mobile_app
WIT_00026129,Manhattan,8,1,0.384,mobile_app
WIT_00026130,Brooklyn,12,2,0.341,mobile_app
WIT_00026131,Staten_Island,7,2,0.411,mobile_app
WIT_00026132,Manhattan,10,5,0.43,mobile_app
WIT_00026133,Manhattan,17,11,0.372,social_media
WIT_00026134,Staten_Island,3,2,0.484,mobile_app
WIT_00026135,Bronx,12,3,0.437,mobile_app
WIT_00026136,Manhattan,9,6,0.478,mobile_app
WIT_00026137,Queens,11,3,0.146,mobile_app
WIT_00026138,Bronx,12,4,0.195,mobile_app
WIT_00026139,Bronx,8,2,0.151,police_scanner
WIT_00026140,Brooklyn,13,9,0.231,mobile_app
WIT_00026141,Bronx,15,8,0.289,mobile_app
WIT_00026142,Manhattan,15,3,0.385,social_media
WIT_00026143,Queens,23,11,0.483,mobile_app
WIT_00026144,Brooklyn,14,6,0.475,mobile_app
WIT_00026145,Manhattan,14,7,0.273,mobile_app
WIT_00026146,Manhattan,14,5,0.422,anonymous_tip
WIT_00026147,Queens,13,2,0.133,police_scanner
WIT_00026148,Brooklyn,25,13,0.629,mobile_app
WIT_00026149,Staten_Island,4,2,0.518,social_media
WIT_00026150,Queens,9,2,0.209,camera_network
WIT_00026151,Staten_Island,1,0,0.299,mobile_app
WIT_00026152,Staten_Island,12,5,0.529,mobile_app
WIT_00026153,Staten_Island,4,2,0.294,mobile_app
WIT_00026154,Bronx,14,4,0.264,social_media
WIT_00026155,Manhattan,11,4,0.141,mobile_app
WIT_00026156,Queens,17,2,0.206,police_scanner
WIT_00026157,Bronx,10,2,0.191,mobile_app
WIT_00026158,Brooklyn,21,9,0.121,mobile_app
WIT_00026159,Bronx,6,1,0.336,mobile_app
WIT_00026160,Bronx,9,3,0.298,mobile_app
WIT_00026161,Queens,15,3,0.419,mobile_app
WIT_00026162,Bronx,7,3,0.512,police_scanner
WIT_00026163,Bronx,9,6,0.329,mobile_app
WIT_00026164,Manhattan,14,5,0.493,mobile_app
WIT_00026165,Manhattan,11,4,0.253,mobile_app
WIT_00026166,Staten_Island,8,3,0.209,news_report
WIT_00026167,Manhattan,17,7,0.198,mobile_app
WIT_00026168,Bronx,12,3,0.187,mobile_app
WIT_00026169,Brooklyn,17,4,0.23,mobile_app
WIT_00026170,Brooklyn,14,5,0.187,mobile_app
WIT_00026171,Bronx,12,4,0.335,police_scanner
WIT_00026172,Queens,14,6,0.328,mobile_app
WIT_00026173,Manhattan,18,8,0.373,mobile_app
WIT_00026174,Manhattan,22,11,0.194,mobile_app
WIT_00026175,Bronx,4,1,0.413,police_scanner
WIT_00026176,Queens,15,2,0.428,mobile_app
WIT_00026177,Manhattan,16,2,0.339,mobile_app
WIT_00026178,Manhattan,22,8,0.171,mobile_app
WIT_00026179,Brooklyn,17,6,0.247,mobile_app
WIT_00026180,Queens,16,4,0.184,mobile_app
WIT_00026181,Queens,10,4,0.257,police_scanner
WIT_00026182,Bronx,16,7,0.35,mobile_app
WIT_00026183,Manhattan,19,12,0.205,mobile_app
WIT_00026184,Brooklyn,18,8,0.189,mobile_app
WIT_00026185,Staten_Island,2,0,0.122,anonymous_tip
WIT_00026186,Manhattan,11,2,0.415,anonymous_tip
WIT_00026187,Queens,12,6,0.337,mobile_app
WIT_00026188,Queens,12,6,0.318,mobile_app
WIT_00026189,Queens,8,2,0.251,mobile_app
WIT_00026190,Bronx,7,2,0.483,mobile_app
WIT_00026191,Manhattan,18,7,0.19,mobile_app
WIT_00026192,Brooklyn,13,2,0.209,mobile_app
WIT_00026193,Manhattan,11,4,0.273,mobile_app
WIT_00026194,Brooklyn,15,4,0.279,mobile_app
WIT_00026195,Bronx,14,4,0.323,mobile_app
WIT_00026196,Queens,14,3,0.527,mobile_app
WIT_00026197,Manhattan,15,9,0.461,mobile_app
WIT_00026198,Manhattan,12,4,0.192,mobile_app
WIT_00026199,Manhattan,9,4,0.502,mobile_app
WIT_00026200,Brooklyn,15,2,0.33,mobile_app
WIT_00026201,Bronx,5,3,0.485,mobile_app
WIT_00026202,Manhattan,16,9,0.445,mobile_app
WIT_00026203,Manhattan,14,5,0.267,social_media
WIT_00026204,Manhattan,16,4,0.331,mobile_app
WIT_00026205,Bronx,13,4,0.228,mobile_app
WIT_00026206,Queens,18,9,0.438,anonymous_tip
WIT_00026207,Brooklyn,8,6,0.223,police_scanner
WIT_00026208,Queens,17,5,0.398,social_media
WIT_00026209,Brooklyn,15,4,0.318,mobile_app
WIT_00026210,Manhattan,8,3,0.232,mobile_app
WIT_00026211,Brooklyn,18,6,0.455,mobile_app
WIT_00026212,Staten_Island,8,2,0.249,mobile_app
WIT_00026213,Manhattan,20,8,0.437,mobile_app
WIT_00026214,Manhattan,18,7,0.156,social_media
WIT_00026215,Queens,16,5,0.135,mobile_app
WIT_00026216,Queens,20,6,0.506,mobile_app
WIT_00026217,Bronx,9,3,0.29,social_media
WIT_00026218,Manhattan,14,3,0.344,mobile_app
WIT_00026219,Queens,15,3,0.364,mobile_app
WIT_00026220,Queens,12,2,0.296,mobile_app
WIT_00026221,Bronx,7,2,0.136,mobile_app
WIT_00026222,Bronx,14,7,0.313,mobile_app
WIT_00026223,Brooklyn,13,7,0.352,social_media
WIT_00026224,Manhattan,14,5,0.285,social_media
WIT_00026225,Queens,11,1,0.16,mobile_app
WIT_00026226,Bronx,11,6,0.301,mobile_app
WIT_00026227,Bronx,11,6,0.382,mobile_app
WIT_00026228,Manhattan,20,5,0.194,mobile_app
WIT_00026229,Queens,14,6,0.395,mobile_app
WIT_00026230,Queens,18,4,0.475,mobile_app
WIT_00026231,Queens,18,4,0.45,mobile_app
WIT_00026232,Manhattan,11,4,0.23,mobile_app
WIT_00026233,Queens,16,4,0.168,mobile_app
WIT_00026234,Brooklyn,18,6,0.185,mobile_app
WIT_00026235,Brooklyn,19,11,0.434,mobile_app
WIT_00026236,Bronx,5,3,0.374,mobile_app
WIT_00026237,Staten_Island,5,2,0.574,mobile_app
WIT_00026238,Brooklyn,17,3,0.154,mobile_app
WIT_00026239,Manhattan,11,0,0.518,mobile_app
WIT_00026240,Bronx,8,2,0.479,mobile_app
WIT_00026241,Staten_Island,5,1,0.382,social_media
WIT_00026242,Manhattan,14,7,0.511,mobile_app
WIT_00026243,Manhattan,18,7,0.258,mobile_app
WIT_00026244,Queens,18,8,0.093,mobile_app
WIT_00026245,Queens,10,6,0.55,mobile_app
WIT_00026246,Bronx,10,4,0.377,anonymous_tip
WIT_00026247,Manhattan,13,2,0.497,mobile_app
WIT_00026248,Bronx,9,4,0.258,mobile_app
WIT_00026249,Manhattan,17,6,0.194,mobile_app
WIT_00026250,Brooklyn,18,8,0.248,mobile_app
WIT_00026251,Queens,10,0,0.368,mobile_app
WIT_00026252,Brooklyn,17,4,0.366,mobile_app
WIT_00026253,Manhattan,12,3,0.452,mobile_app
WIT_00026254,Manhattan,15,5,0.267,mobile_app
WIT_00026255,Manhattan,14,6,0.414,mobile_app
WIT_00026256,Brooklyn,19,5,0.23,mobile_app
WIT_00026257,Bronx,8,6,0.609,mobile_app
WIT_00026258,Brooklyn,10,3,0.229,mobile_app
WIT_00026259,Staten_Island,6,5,0.32,anonymous_tip
WIT_00026260,Queens,24,6,0.519,mobile_app
WIT_00026261,Manhattan,10,2,0.31,mobile_app
WIT_00026262,Queens,11,0,0.117,anonymous_tip
WIT_00026263,Manhattan,20,6,0.192,mobile_app
WIT_00026264,Manhattan,15,8,0.428,mobile_app
WIT_00026265,Queens,11,4,0.366,social_media
WIT_00026266,Queens,18,9,0.346,mobile_app
WIT_00026267,Staten_Island,9,6,0.428,social_media
WIT_00026268,Staten_Island,6,2,0.53,mobile_app
WIT_00026269,Staten_Island,10,6,0.34,mobile_app
WIT_00026270,Bronx,9,4,0.322,mobile_app
WIT_00026271,Staten_Island,5,2,0.337,mobile_app
WIT_00026272,Manhattan,16,8,0.33,mobile_app
WIT_00026273,Staten_Island,7,2,0.275,mobile_app
WIT_00026274,Queens,18,4,0.342,mobile_app
WIT_00026275,Manhattan,19,6,0.405,mobile_app
WIT_00026276,Manhattan,9,3,0.255,social_media
WIT_00026277,Staten_Island,9,2,0.345,police_scanner
WIT_00026278,Bronx,13,5,0.43,mobile_app
WIT_00026279,Brooklyn,13,5,0.24,mobile_app
WIT_00026280,Queens,13,5,0.185,mobile_app
WIT_00026281,Manhattan,10,5,0.111,mobile_app
WIT_00026282,Brooklyn,9,3,0.26,mobile_app
WIT_00026283,Brooklyn,17,8,0.579,police_scanner
WIT_00026284,Bronx,14,1,0.45,mobile_app
WIT_00026285,Bronx,8,4,0.306,mobile_app
WIT_00026286,Manhattan,16,7,0.44,mobile_app
WIT_00026287,Brooklyn,15,3,0.256,mobile_app
WIT_00026288,Staten_Island,7,4,0.499,mobile_app
WIT_00026289,Queens,12,1,0.264,mobile_app
WIT_00026290,Bronx,9,5,0.383,mobile_app
WIT_00026291,Staten_Island,9,3,0.115,police_scanner
WIT_00026292,Manhattan,19,7,0.505,mobile_app
WIT_00026293,Staten_Island,12,3,0.326,mobile_app
WIT_00026294,Staten_Island,8,3,0.366,social_media
WIT_00026295,Staten_Island,6,0,0.142,mobile_app
WIT_00026296,Queens,15,7,0.206,mobile_app
WIT_00026297,Staten_Island,7,1,0.346,social_media
WIT_00026298,Bronx,13,4,0.442,mobile_app
WIT_00026299,Queens,11,3,0.238,mobile_app
WIT_00026300,Brooklyn,9,6,0.144,mobile_app
WIT_00026301,Staten_Island,7,2,0.363,police_scanner
WIT_00026302,Manhattan,12,6,0.416,mobile_app
WIT_00026303,Brooklyn,15,2,0.432,social_media
WIT_00026304,Brooklyn,18,9,0.344,mobile_app
WIT_00026305,Queens,14,7,0.243,mobile_app
WIT_00026306,Manhattan,22,9,0.392,mobile_app
WIT_00026307,Manhattan,15,4,0.554,news_report
WIT_00026308,Manhattan,17,7,0.417,social_media
WIT_00026309,Queens,16,4,0.174,mobile_app
WIT_00026310,Bronx,12,2,0.327,mobile_app
WIT_00026311,Staten_Island,7,0,0.362,police_scanner
WIT_00026312,Bronx,9,6,0.314,mobile_app
WIT_00026313,Bronx,11,3,0.32,police_scanner
WIT_00026314,Bronx,13,7,0.4,mobile_app
WIT_00026315,Manhattan,33,9,0.425,mobile_app
WIT_00026316,Manhattan,18,7,0.383,social_media
WIT_00026317,Manhattan,15,3,0.356,mobile_app
WIT_00026318,Brooklyn,20,7,0.354,mobile_app
WIT_00026319,Staten_Island,10,5,0.336,mobile_app
WIT_00026320,Bronx,10,5,0.419,mobile_app
WIT_00026321,Manhattan,12,6,0.466,mobile_app
WIT_00026322,Staten_Island,8,3,0.378,mobile_app
WIT_00026323,Brooklyn,15,7,0.286,mobile_app
WIT_00026324,Brooklyn,16,5,0.234,mobile_app
WIT_00026325,Manhattan,14,6,0.358,mobile_app
WIT_00026326,Brooklyn,18,5,0.42,mobile_app
WIT_00026327,Queens,21,10,0.277,mobile_app
WIT_00026328,Bronx,9,2,0.265,mobile_app
WIT_00026329,Staten_Island,3,3,0.518,mobile_app
WIT_00026330,Queens,12,7,0.584,mobile_app
WIT_00026331,Bronx,12,3,0.396,mobile_app
WIT_00026332,Manhattan,16,5,0.373,mobile_app
WIT_00026333,Manhattan,11,4,0.46,mobile_app
WIT_00026334,Queens,17,7,0.144,mobile_app
WIT_00026335,Brooklyn,24,11,0.388,mobile_app
WIT_00026336,Manhattan,7,5,0.097,social_media
WIT_00026337,Manhattan,15,5,0.176,anonymous_tip
WIT_00026338,Brooklyn,16,3,0.421,police_scanner
WIT_00026339,Manhattan,18,4,0.422,mobile_app
WIT_00026340,Manhattan,18,9,0.449,mobile_app
WIT_00026341,Manhattan,10,3,0.522,anonymous_tip
WIT_00026342,Queens,14,3,0.162,mobile_app
WIT_00026343,Queens,15,4,0.128,mobile_app
WIT_00026344,Bronx,13,5,0.105,mobile_app
WIT_00026345,Staten_Island,6,3,0.238,mobile_app
WIT_00026346,Queens,16,8,0.157,mobile_app
WIT_00026347,Brooklyn,17,4,0.287,mobile_app
WIT_00026348,Bronx,5,1,0.38,mobile_app
WIT_00026349,Bronx,10,5,0.328,social_media
WIT_00026350,Manhattan,15,2,0.403,anonymous_tip
WIT_00026351,Manhattan,11,5,0.446,social_media
WIT_00026352,Staten_Island,7,3,0.454,mobile_app
WIT_00026353,Manhattan,16,6,0.244,mobile_app
WIT_00026354,Manhattan,11,6,0.348,mobile_app
WIT_00026355,Staten_Island,8,3,0.23,mobile_app
WIT_00026356,Bronx,13,7,0.356,anonymous_tip
WIT_00026357,Manhattan,13,4,0.463,mobile_app
WIT_00026358,Brooklyn,14,2,0.303,mobile_app
WIT_00026359,Manhattan,20,5,0.232,mobile_app
WIT_00026360,Manhattan,9,3,0.269,mobile_app
WIT_00026361,Staten_Island,7,3,0.384,mobile_app
WIT_00026362,Manhattan,13,4,0.435,social_media
WIT_00026363,Bronx,8,4,0.153,mobile_app
WIT_00026364,Manhattan,10,4,0.158,police_scanner
WIT_00026365,Staten_Island,9,3,0.447,mobile_app
WIT_00026366,Brooklyn,14,7,0.394,social_media
WIT_00026367,Manhattan,7,3,0.281,mobile_app
WIT_00026368,Brooklyn,15,4,0.39,mobile_app
WIT_00026369,Staten_Island,6,2,0.29,mobile_app
WIT_00026370,Manhattan,17,4,0.184,mobile_app
WIT_00026371,Manhattan,16,6,0.122,mobile_app
WIT_00026372,Manhattan,18,8,0.409,mobile_app
WIT_00026373,Staten_Island,6,6,0.245,social_media
WIT_00026374,Manhattan,15,5,0.294,mobile_app
WIT_00026375,Queens,21,8,0.261,mobile_app
WIT_00026376,Brooklyn,13,6,0.377,mobile_app
WIT_00026377,Manhattan,11,2,0.259,mobile_app
WIT_00026378,Staten_Island,7,4,0.247,mobile_app
WIT_00026379,Manhattan,22,13,0.437,mobile_app
WIT_00026380,Brooklyn,11,3,0.376,mobile_app
WIT_00026381,Bronx,16,4,0.138,mobile_app
WIT_00026382,Manhattan,21,5,0.299,mobile_app
WIT_00026383,Queens,17,9,0.577,mobile_app
WIT_00026384,Brooklyn,22,10,0.438,mobile_app
WIT_00026385,Brooklyn,16,6,0.414,mobile_app
WIT_00026386,Queens,11,3,0.195,mobile_app
WIT_00026387,Brooklyn,23,5,0.233,mobile_app
WIT_00026388,Queens,23,10,0.516,mobile_app
WIT_00026389,Staten_Island,7,6,0.362,camera_network
WIT_00026390,Staten_Island,7,1,0.439,mobile_app
WIT_00026391,Brooklyn,12,3,0.393,social_media
WIT_00026392,Queens,12,4,0.23,social_media
WIT_00026393,Manhattan,9,4,0.512,social_media
WIT_00026394,Bronx,15,5,0.424,mobile_app
WIT_00026395,Queens,14,2,0.374,mobile_app
WIT_00026396,Queens,19,4,0.194,mobile_app
WIT_00026397,Queens,14,5,0.26,mobile_app
WIT_00026398,Brooklyn,14,4,0.157,mobile_app
WIT_00026399,Brooklyn,16,4,0.426,anonymous_tip
WIT_00026400,Queens,17,6,0.298,mobile_app
WIT_00026401,Brooklyn,17,5,0.162,mobile_app
WIT_00026402,Manhattan,14,5,0.454,police_scanner
WIT_00026403,Queens,17,9,0.587,mobile_app
WIT_00026404,Manhattan,17,6,0.391,mobile_app
WIT_00026405,Queens,13,4,0.268,mobile_app
WIT_00026406,Queens,11,6,0.351,mobile_app
WIT_00026407,Staten_Island,7,3,0.562,social_media
WIT_00026408,Brooklyn,13,2,0.345,mobile_app
WIT_00026409,Manhattan,11,3,0.249,mobile_app
WIT_00026410,Brooklyn,21,6,0.244,mobile_app
WIT_00026411,Manhattan,8,2,0.338,social_media
WIT_00026412,Manhattan,11,6,0.519,social_media
WIT_00026413,Brooklyn,18,7,0.527,mobile_app
WIT_00026414,Queens,14,6,0.213,mobile_app
WIT_00026415,Staten_Island,5,0,0.199,mobile_app
WIT_00026416,Staten_Island,4,0,0.189,anonymous_tip
WIT_00026417,Manhattan,20,7,0.361,mobile_app
WIT_00026418,Staten_Island,2,1,0.204,mobile_app
WIT_00026419,Manhattan,14,3,0.079,mobile_app
WIT_00026420,Manhattan,10,6,0.498,mobile_app
WIT_00026421,Staten_Island,13,2,0.228,mobile_app
WIT_00026422,Queens,11,4,0.397,mobile_app
WIT_00026423,Brooklyn,16,5,0.384,mobile_app
WIT_00026424,Bronx,7,2,0.346,mobile_app
WIT_00026425,Manhattan,17,7,0.16,mobile_app
WIT_00026426,Manhattan,16,0,0.294,mobile_app
WIT_00026427,Bronx,12,5,0.45,mobile_app
WIT_00026428,Manhattan,17,8,0.291,mobile_app
WIT_00026429,Brooklyn,17,8,0.54,mobile_app
