sequence_id,split,hist_t-5_lat,hist_t-5_lon,hist_t-5_hours_before_target,hist_t-4_lat,hist_t-4_lon,hist_t-4_hours_before_target,hist_t-3_lat,hist_t-3_lon,hist_t-3_hours_before_target,hist_t-2_lat,hist_t-2_lon,hist_t-2_hours_before_target,hist_t-1_lat,hist_t-1_lon,hist_t-1_hours_before_target,target_timestamp,target_latitude,target_longitude
SEQ_0043280,train,40.85305,-73.93241,0.092,40.83975,-73.93093,0.04,40.84897,-73.92682,0.038,40.84515,-73.93222,0.035,40.85155,-73.91972,0.012,2026-03-10 21:58:28.576236414,40.83987,-73.94418
SEQ_0043281,train,40.83975,-73.93093,0.089,40.84897,-73.92682,0.086,40.84515,-73.93222,0.083,40.85155,-73.91972,0.06,40.83987,-73.94418,0.048,2026-03-10 22:01:23.000000000,40.84346,-73.91023
SEQ_0043282,train,40.84897,-73.92682,0.164,40.84515,-73.93222,0.161,40.85155,-73.91972,0.138,40.83987,-73.94418,0.126,40.84346,-73.91023,0.078,2026-03-10 22:06:02.000000000,40.83872,-73.89705
SEQ_0043283,train,40.84515,-73.93222,0.162,40.85155,-73.91972,0.139,40.83987,-73.94418,0.128,40.84346,-73.91023,0.079,40.83872,-73.89705,0.002,2026-03-10 22:06:08.000000000,40.83497,-73.8985
SEQ_0043284,train,40.85155,-73.91972,0.229,40.83987,-73.94418,0.217,40.84346,-73.91023,0.169,40.83872,-73.89705,0.091,40.83497,-73.8985,0.09,2026-03-10 22:11:31.000000000,40.84279,-73.90484
SEQ_0043285,train,40.83987,-73.94418,0.255,40.84346,-73.91023,0.206,40.83872,-73.89705,0.129,40.83497,-73.8985,0.127,40.84279,-73.90484,0.037,2026-03-10 22:13:45.000000000,40.86938,-73.89063
SEQ_0043286,train,40.84346,-73.91023,0.281,40.83872,-73.89705,0.203,40.83497,-73.8985,0.201,40.84279,-73.90484,0.112,40.86938,-73.89063,0.074,2026-03-10 22:18:13.025395063,40.84096,-73.92439
SEQ_0043287,train,40.83872,-73.89705,0.284,40.83497,-73.8985,0.283,40.84279,-73.90484,0.193,40.86938,-73.89063,0.156,40.84096,-73.92439,0.081,2026-03-10 22:23:06.000000000,40.87212,-73.8864
SEQ_0043288,train,40.83497,-73.8985,0.348,40.84279,-73.90484,0.258,40.86938,-73.89063,0.221,40.84096,-73.92439,0.146,40.87212,-73.8864,0.065,2026-03-10 22:26:59.373744859,40.8324,-73.94843
SEQ_0043289,train,40.84279,-73.90484,0.276,40.86938,-73.89063,0.239,40.84096,-73.92439,0.164,40.87212,-73.8864,0.083,40.8324,-73.94843,0.018,2026-03-10 22:28:05.000000000,40.88549,-73.84866
SEQ_0043290,train,40.86938,-73.89063,0.24,40.84096,-73.92439,0.165,40.87212,-73.8864,0.084,40.8324,-73.94843,0.019,40.88549,-73.84866,0.001,2026-03-10 22:28:07.264535860,40.8279,-73.95382
SEQ_0043291,train,40.84096,-73.92439,0.197,40.87212,-73.8864,0.115,40.8324,-73.94843,0.05,40.88549,-73.84866,0.032,40.8279,-73.95382,0.032,2026-03-10 22:30:00.924733427,40.82135,-73.94948
SEQ_0043292,train,40.87212,-73.8864,0.127,40.8324,-73.94843,0.062,40.88549,-73.84866,0.044,40.8279,-73.95382,0.043,40.82135,-73.94948,0.012,2026-03-10 22:30:43.512415709,40.82423,-73.94169
SEQ_0043293,train,40.8324,-73.94843,0.124,40.88549,-73.84866,0.105,40.8279,-73.95382,0.105,40.82135,-73.94948,0.073,40.82423,-73.94169,0.061,2026-03-10 22:34:24.000000000,40.83457,-73.9156
SEQ_0043294,train,40.88549,-73.84866,0.125,40.8279,-73.95382,0.124,40.82135,-73.94948,0.093,40.82423,-73.94169,0.081,40.83457,-73.9156,0.02,2026-03-10 22:35:35.282709865,40.8398,-73.91894
SEQ_0043295,train,40.8279,-73.95382,0.307,40.82135,-73.94948,0.276,40.82423,-73.94169,0.264,40.83457,-73.9156,0.203,40.8398,-73.91894,0.183,2026-03-10 22:46:33.838700764,40.61776,-73.83007
SEQ_0043296,train,40.82135,-73.94948,0.309,40.82423,-73.94169,0.297,40.83457,-73.9156,0.236,40.8398,-73.91894,0.216,40.61776,-73.83007,0.033,2026-03-10 22:48:33.000000000,40.61819,-73.83033
SEQ_0043297,train,40.82423,-73.94169,0.304,40.83457,-73.9156,0.243,40.8398,-73.91894,0.223,40.61776,-73.83007,0.04,40.61819,-73.83033,0.007,2026-03-10 22:48:59.000000000,40.61581,-73.83158
SEQ_0043298,train,40.83457,-73.9156,0.418,40.8398,-73.91894,0.398,40.61776,-73.83007,0.215,40.61819,-73.83033,0.182,40.61581,-73.83158,0.174,2026-03-10 22:59:27.000000000,40.59651,-73.8159
SEQ_0043299,train,40.8398,-73.91894,0.559,40.61776,-73.83007,0.376,40.61819,-73.83033,0.343,40.61581,-73.83158,0.336,40.59651,-73.8159,0.162,2026-03-10 23:09:09.000000000,40.60035,-73.90528
SEQ_0043300,train,40.61776,-73.83007,0.451,40.61819,-73.83033,0.418,40.61581,-73.83158,0.411,40.59651,-73.8159,0.236,40.60035,-73.90528,0.075,2026-03-10 23:13:38.000000000,40.60566,-73.89402
SEQ_0043301,train,40.61819,-73.83033,0.567,40.61581,-73.83158,0.56,40.59651,-73.8159,0.385,40.60035,-73.90528,0.224,40.60566,-73.89402,0.149,2026-03-10 23:22:34.000000000,40.57884,-74.02329
SEQ_0043302,train,40.61581,-73.83158,0.563,40.59651,-73.8159,0.389,40.60035,-73.90528,0.227,40.60566,-73.89402,0.152,40.57884,-74.02329,0.004,2026-03-10 23:22:47.000000000,40.57788,-74.02175
SEQ_0043303,train,40.59651,-73.8159,0.439,40.60035,-73.90528,0.277,40.60566,-73.89402,0.202,40.57884,-74.02329,0.053,40.57788,-74.02175,0.05,2026-03-10 23:25:46.000000000,40.56904,-74.02582
SEQ_0043304,train,40.60035,-73.90528,0.384,40.60566,-73.89402,0.309,40.57884,-74.02329,0.16,40.57788,-74.02175,0.157,40.56904,-74.02582,0.107,2026-03-10 23:32:10.635888863,40.66517,-73.99974
SEQ_0043305,train,40.60566,-73.89402,0.344,40.57884,-74.02329,0.195,40.57788,-74.02175,0.191,40.56904,-74.02582,0.141,40.66517,-73.99974,0.035,2026-03-10 23:34:15.281393058,40.66875,-73.99953
SEQ_0043306,train,40.57884,-74.02329,0.402,40.57788,-74.02175,0.398,40.56904,-74.02582,0.349,40.66517,-73.99974,0.242,40.66875,-73.99953,0.207,2026-03-10 23:46:40.784580223,40.72763,-74.00329
SEQ_0043307,train,40.57788,-74.02175,0.413,40.56904,-74.02582,0.363,40.66517,-73.99974,0.256,40.66875,-73.99953,0.221,40.72763,-74.00329,0.014,2026-03-10 23:47:32.624719492,40.72865,-74.00102
SEQ_0043308,train,40.56904,-74.02582,0.396,40.66517,-73.99974,0.289,40.66875,-73.99953,0.255,40.72763,-74.00329,0.048,40.72865,-74.00102,0.033,2026-03-10 23:49:32.686095619,40.73883,-74.00947
SEQ_0043309,train,40.66517,-73.99974,0.383,40.66875,-73.99953,0.349,40.72763,-74.00329,0.141,40.72865,-74.00102,0.127,40.73883,-74.00947,0.094,2026-03-10 23:55:10.164444586,40.74177,-74.00337
SEQ_0043310,train,40.66875,-73.99953,0.466,40.72763,-74.00329,0.259,40.72865,-74.00102,0.244,40.73883,-74.00947,0.211,40.74177,-74.00337,0.117,2026-03-11 00:02:12.000000000,40.74459,-73.99192
SEQ_0043311,train,40.72763,-74.00329,0.342,40.72865,-74.00102,0.328,40.73883,-74.00947,0.294,40.74177,-74.00337,0.201,40.74459,-73.99192,0.083,2026-03-11 00:07:12.000000000,40.72183,-74.00898
SEQ_0043312,train,40.72865,-74.00102,0.45,40.73883,-74.00947,0.416,40.74177,-74.00337,0.322,40.74459,-73.99192,0.205,40.72183,-74.00898,0.122,2026-03-11 00:14:31.000000000,40.71115,-74.0122
SEQ_0043313,train,40.73883,-74.00947,0.875,40.74177,-74.00337,0.781,40.74459,-73.99192,0.664,40.72183,-74.00898,0.58,40.71115,-74.0122,0.458,2026-03-11 00:42:01.000000000,40.63197,-73.94644
SEQ_0043314,train,40.74177,-74.00337,2.092,40.74459,-73.99192,1.975,40.72183,-74.00898,1.891,40.71115,-74.0122,1.769,40.63197,-73.94644,1.311,2026-03-11 02:00:40.555691539,40.60139,-73.9994
SEQ_0043315,train,40.74459,-73.99192,2.016,40.72183,-74.00898,1.933,40.71115,-74.0122,1.811,40.63197,-73.94644,1.352,40.60139,-73.9994,0.041,2026-03-11 02:03:09.252569740,40.57983,-74.02447
SEQ_0043316,train,40.72183,-74.00898,1.95,40.71115,-74.0122,1.828,40.63197,-73.94644,1.37,40.60139,-73.9994,0.059,40.57983,-74.02447,0.017,2026-03-11 02:04:11.456131918,40.59873,-73.99658
SEQ_0043317,train,40.71115,-74.0122,2.411,40.63197,-73.94644,1.952,40.60139,-73.9994,0.641,40.57983,-74.02447,0.6,40.59873,-73.99658,0.583,2026-03-11 02:39:09.000000000,40.65606,-73.99746
SEQ_0043318,train,40.63197,-73.94644,2.569,40.60139,-73.9994,1.258,40.57983,-74.02447,1.217,40.59873,-73.99658,1.199,40.65606,-73.99746,0.617,2026-03-11 03:16:09.507079408,40.60876,-73.89897
SEQ_0043319,train,40.60139,-73.9994,1.79,40.57983,-74.02447,1.748,40.59873,-73.99658,1.731,40.65606,-73.99746,1.148,40.60876,-73.89897,0.532,2026-03-11 03:48:03.000000000,40.59991,-73.91288
SEQ_0043320,train,40.57983,-74.02447,2.114,40.59873,-73.99658,2.097,40.65606,-73.99746,1.514,40.60876,-73.89897,0.898,40.59991,-73.91288,0.366,2026-03-11 04:10:01.000000000,40.60191,-73.90549
SEQ_0043321,train,40.59873,-73.99658,2.847,40.65606,-73.99746,2.264,40.60876,-73.89897,1.647,40.59991,-73.91288,1.116,40.60191,-73.90549,0.749,2026-03-11 04:54:59.000000000,40.57182,-74.19115
SEQ_0043322,train,40.65606,-73.99746,2.443,40.60876,-73.89897,1.826,40.59991,-73.91288,1.295,40.60191,-73.90549,0.929,40.57182,-74.19115,0.179,2026-03-11 05:05:44.360932415,40.7,-74.019
SEQ_0043323,train,40.60876,-73.89897,2.492,40.59991,-73.91288,1.961,40.60191,-73.90549,1.594,40.57182,-74.19115,0.845,40.7,-74.019,0.666,2026-03-11 05:45:41.000000000,40.69177,-73.91442
SEQ_0043324,train,40.59991,-73.91288,4.958,40.60191,-73.90549,4.592,40.57182,-74.19115,3.843,40.7,-74.019,3.664,40.69177,-73.91442,2.998,2026-03-11 08:45:33.000000000,40.64339,-73.78511
SEQ_0043325,train,40.60191,-73.90549,4.967,40.57182,-74.19115,4.218,40.7,-74.019,4.039,40.69177,-73.91442,3.373,40.64339,-73.78511,0.375,2026-03-11 09:08:03.000000000,40.80759,-73.96549
SEQ_0043326,train,40.57182,-74.19115,4.646,40.7,-74.019,4.467,40.69177,-73.91442,3.801,40.64339,-73.78511,0.804,40.80759,-73.96549,0.429,2026-03-11 09:33:45.884221768,40.69284,-73.94171
SEQ_0043327,train,40.7,-74.019,5.066,40.69177,-73.91442,4.4,40.64339,-73.78511,1.402,40.80759,-73.96549,1.027,40.69284,-73.94171,0.599,2026-03-11 10:09:41.224437753,40.73623,-74.00165
SEQ_0043328,train,40.69177,-73.91442,4.456,40.64339,-73.78511,1.458,40.80759,-73.96549,1.083,40.69284,-73.94171,0.654,40.73623,-74.00165,0.056,2026-03-11 10:13:02.000000000,40.7352,-74.00275
SEQ_0043329,train,40.64339,-73.78511,1.986,40.80759,-73.96549,1.611,40.69284,-73.94171,1.182,40.73623,-74.00165,0.583,40.7352,-74.00275,0.528,2026-03-11 10:44:41.000000000,40.61047,-74.02338
SEQ_0043330,train,40.80759,-73.96549,2.173,40.69284,-73.94171,1.745,40.73623,-74.00165,1.146,40.7352,-74.00275,1.09,40.61047,-74.02338,0.563,2026-03-11 11:18:27.000000000,40.60444,-73.77482
SEQ_0043331,train,40.69284,-73.94171,1.844,40.73623,-74.00165,1.245,40.7352,-74.00275,1.189,40.61047,-74.02338,0.662,40.60444,-73.77482,0.099,2026-03-11 11:24:23.000000000,40.59635,-73.77009
SEQ_0043332,train,40.73623,-74.00165,1.553,40.7352,-74.00275,1.497,40.61047,-74.02338,0.969,40.60444,-73.77482,0.407,40.59635,-73.77009,0.308,2026-03-11 11:42:51.000000000,40.6715,-73.80838
SEQ_0043333,train,40.7352,-74.00275,2.494,40.61047,-74.02338,1.967,40.60444,-73.77482,1.404,40.59635,-73.77009,1.305,40.6715,-73.80838,0.998,2026-03-11 12:42:42.000000000,40.81312,-73.83401
SEQ_0043334,train,40.61047,-74.02338,2.527,40.60444,-73.77482,1.964,40.59635,-73.77009,1.865,40.6715,-73.80838,1.557,40.81312,-73.83401,0.56,2026-03-11 13:16:17.000000000,40.85402,-73.86777
SEQ_0043335,train,40.60444,-73.77482,2.134,40.59635,-73.77009,2.035,40.6715,-73.80838,1.728,40.81312,-73.83401,0.73,40.85402,-73.86777,0.17,2026-03-11 13:26:30.000000000,40.87834,-73.89066
SEQ_0043336,train,40.59635,-73.77009,3.055,40.6715,-73.80838,2.747,40.81312,-73.83401,1.749,40.85402,-73.86777,1.19,40.87834,-73.89066,1.019,2026-03-11 14:27:40.000000000,40.88559,-73.84145
SEQ_0043337,train,40.6715,-73.80838,3.126,40.81312,-73.83401,2.129,40.85402,-73.86777,1.569,40.87834,-73.89066,1.399,40.88559,-73.84145,0.379,2026-03-11 14:50:26.000000000,40.72068,-73.90999
SEQ_0043338,train,40.81312,-73.83401,2.183,40.85402,-73.86777,1.623,40.87834,-73.89066,1.453,40.88559,-73.84145,0.433,40.72068,-73.90999,0.054,2026-03-11 14:53:39.544368317,40.71112,-73.90501
SEQ_0043339,train,40.85402,-73.86777,2.056,40.87834,-73.89066,1.886,40.88559,-73.84145,0.867,40.72068,-73.90999,0.487,40.71112,-73.90501,0.433,2026-03-11 15:19:40.000000000,40.61323,-73.77749
SEQ_0043340,train,40.87834,-73.89066,2.053,40.88559,-73.84145,1.033,40.72068,-73.90999,0.654,40.71112,-73.90501,0.6,40.61323,-73.77749,0.167,2026-03-11 15:29:40.000000000,40.63247,-73.78214
SEQ_0043341,train,40.88559,-73.84145,1.085,40.72068,-73.90999,0.705,40.71112,-73.90501,0.652,40.61323,-73.77749,0.218,40.63247,-73.78214,0.051,2026-03-11 15:32:45.000000000,40.62402,-73.79888
SEQ_0043342,train,40.72068,-73.90999,0.851,40.71112,-73.90501,0.798,40.61323,-73.77749,0.364,40.63247,-73.78214,0.198,40.62402,-73.79888,0.146,2026-03-11 15:41:31.000000000,40.59492,-73.78581
SEQ_0043343,train,40.71112,-73.90501,0.934,40.61323,-73.77749,0.501,40.63247,-73.78214,0.334,40.62402,-73.79888,0.282,40.59492,-73.78581,0.136,2026-03-11 15:49:42.000000000,40.61994,-73.90525
SEQ_0043344,train,40.61323,-73.77749,0.601,40.63247,-73.78214,0.434,40.62402,-73.79888,0.383,40.59492,-73.78581,0.237,40.61994,-73.90525,0.1,2026-03-11 15:55:43.000000000,40.58926,-73.93411
SEQ_0043345,train,40.63247,-73.78214,0.655,40.62402,-73.79888,0.603,40.59492,-73.78581,0.457,40.61994,-73.90525,0.321,40.58926,-73.93411,0.221,2026-03-11 16:08:57.000000000,40.66321,-73.99935
SEQ_0043346,train,40.62402,-73.79888,0.632,40.59492,-73.78581,0.486,40.61994,-73.90525,0.35,40.58926,-73.93411,0.249,40.66321,-73.99935,0.029,2026-03-11 16:10:41.000000000,40.65726,-74.00362
SEQ_0043347,train,40.59492,-73.78581,0.941,40.61994,-73.90525,0.804,40.58926,-73.93411,0.704,40.66321,-73.99935,0.484,40.65726,-74.00362,0.455,2026-03-11 16:37:58.000000000,40.64118,-73.90018
SEQ_0043348,train,40.61994,-73.90525,0.813,40.58926,-73.93411,0.713,40.66321,-73.99935,0.492,40.65726,-74.00362,0.464,40.64118,-73.90018,0.009,2026-03-11 16:38:30.000000000,40.62901,-73.90024
SEQ_0043349,train,40.58926,-73.93411,0.972,40.66321,-73.99935,0.752,40.65726,-74.00362,0.723,40.64118,-73.90018,0.268,40.62901,-73.90024,0.259,2026-03-11 16:54:04.000000000,40.69062,-73.93642
SEQ_0043350,train,40.66321,-73.99935,0.822,40.65726,-74.00362,0.793,40.64118,-73.90018,0.339,40.62901,-73.90024,0.33,40.69062,-73.93642,0.07,2026-03-11 16:58:17.000000000,40.65888,-73.9614
SEQ_0043351,train,40.65726,-74.00362,0.905,40.64118,-73.90018,0.45,40.62901,-73.90024,0.441,40.69062,-73.93642,0.182,40.65888,-73.9614,0.112,2026-03-11 17:04:59.000000000,40.68068,-73.93072
SEQ_0043352,train,40.64118,-73.90018,0.512,40.62901,-73.90024,0.503,40.69062,-73.93642,0.244,40.65888,-73.9614,0.174,40.68068,-73.93072,0.062,2026-03-11 17:08:42.000000000,40.69004,-73.95324
SEQ_0043353,train,40.62901,-73.90024,0.648,40.69062,-73.93642,0.388,40.65888,-73.9614,0.318,40.68068,-73.93072,0.206,40.69004,-73.95324,0.144,2026-03-11 17:17:21.336305328,40.8249,-73.89292
SEQ_0043354,train,40.69062,-73.93642,0.49,40.65888,-73.9614,0.42,40.68068,-73.93072,0.308,40.69004,-73.95324,0.246,40.8249,-73.89292,0.102,2026-03-11 17:23:28.080640568,40.90162,-73.85877
SEQ_0043355,train,40.65888,-73.9614,0.495,40.68068,-73.93072,0.383,40.69004,-73.95324,0.321,40.8249,-73.89292,0.177,40.90162,-73.85877,0.075,2026-03-11 17:27:59.000000000,40.87523,-73.84626
SEQ_0043356,train,40.68068,-73.93072,0.445,40.69004,-73.95324,0.383,40.8249,-73.89292,0.239,40.90162,-73.85877,0.137,40.87523,-73.84626,0.062,2026-03-11 17:31:42.000000000,40.86768,-73.85355
SEQ_0043357,train,40.69004,-73.95324,0.533,40.8249,-73.89292,0.389,40.90162,-73.85877,0.287,40.87523,-73.84626,0.211,40.86768,-73.85355,0.149,2026-03-11 17:40:40.000000000,40.82053,-73.82824
SEQ_0043358,train,40.8249,-73.89292,0.745,40.90162,-73.85877,0.643,40.87523,-73.84626,0.568,40.86768,-73.85355,0.506,40.82053,-73.82824,0.356,2026-03-11 18:02:03.000000000,40.87003,-73.927
SEQ_0043359,train,40.90162,-73.85877,0.944,40.87523,-73.84626,0.869,40.86768,-73.85355,0.807,40.82053,-73.82824,0.657,40.87003,-73.927,0.301,2026-03-11 18:20:06.000000000,40.85143,-73.88486
SEQ_0043360,train,40.87523,-73.84626,0.87,40.86768,-73.85355,0.808,40.82053,-73.82824,0.659,40.87003,-73.927,0.302,40.85143,-73.88486,0.001,2026-03-11 18:20:11.000000000,40.86175,-73.88409
SEQ_0043361,train,40.86768,-73.85355,0.909,40.82053,-73.82824,0.76,40.87003,-73.927,0.404,40.85143,-73.88486,0.103,40.86175,-73.88409,0.101,2026-03-11 18:26:16.000000000,40.86601,-73.88582
SEQ_0043362,train,40.82053,-73.82824,0.802,40.87003,-73.927,0.445,40.85143,-73.88486,0.144,40.86175,-73.88409,0.143,40.86601,-73.88582,0.042,2026-03-11 18:28:45.842821090,40.8289,-73.93358
SEQ_0043363,train,40.87003,-73.927,0.491,40.85143,-73.88486,0.19,40.86175,-73.88409,0.189,40.86601,-73.88582,0.087,40.8289,-73.93358,0.046,2026-03-11 18:31:30.811473768,40.80273,-73.96741
SEQ_0043364,train,40.85143,-73.88486,0.248,40.86175,-73.88409,0.247,40.86601,-73.88582,0.145,40.8289,-73.93358,0.104,40.80273,-73.96741,0.058,2026-03-11 18:34:59.000000000,40.79555,-73.973
SEQ_0043365,train,40.86175,-73.88409,0.296,40.86601,-73.88582,0.195,40.8289,-73.93358,0.153,40.80273,-73.96741,0.108,40.79555,-73.973,0.05,2026-03-11 18:37:58.000000000,40.76704,-73.97343
SEQ_0043366,train,40.86601,-73.88582,0.23,40.8289,-73.93358,0.188,40.80273,-73.96741,0.142,40.79555,-73.973,0.084,40.76704,-73.97343,0.035,2026-03-11 18:40:03.000000000,40.77853,-73.9792
SEQ_0043367,train,40.8289,-73.93358,0.211,40.80273,-73.96741,0.165,40.79555,-73.973,0.107,40.76704,-73.97343,0.057,40.77853,-73.9792,0.022,2026-03-11 18:41:24.000000000,40.77752,-73.95823
SEQ_0043368,train,40.80273,-73.96741,0.363,40.79555,-73.973,0.305,40.76704,-73.97343,0.256,40.77853,-73.9792,0.221,40.77752,-73.95823,0.198,2026-03-11 18:53:18.000000000,40.81869,-73.96454
SEQ_0043369,train,40.79555,-73.973,0.35,40.76704,-73.97343,0.3,40.77853,-73.9792,0.265,40.77752,-73.95823,0.243,40.81869,-73.96454,0.044,2026-03-11 18:55:58.000000000,40.80949,-73.93495
SEQ_0043370,train,40.76704,-73.97343,0.321,40.77853,-73.9792,0.286,40.77752,-73.95823,0.264,40.81869,-73.96454,0.066,40.80949,-73.93495,0.021,2026-03-11 18:57:14.000000000,40.79054,-73.95455
SEQ_0043371,train,40.77853,-73.9792,0.333,40.77752,-73.95823,0.311,40.81869,-73.96454,0.112,40.80949,-73.93495,0.068,40.79054,-73.95455,0.047,2026-03-11 19:00:02.000000000,40.78073,-73.96123
SEQ_0043372,train,40.77752,-73.95823,0.358,40.81869,-73.96454,0.159,40.80949,-73.93495,0.115,40.79054,-73.95455,0.094,40.78073,-73.96123,0.047,2026-03-11 19:02:51.000000000,40.78103,-73.95842
SEQ_0043373,train,40.81869,-73.96454,0.309,40.80949,-73.93495,0.265,40.79054,-73.95455,0.244,40.78073,-73.96123,0.197,40.78103,-73.95842,0.15,2026-03-11 19:11:51.919936123,40.65818,-73.82303
SEQ_0043374,train,40.80949,-73.93495,0.344,40.79054,-73.95455,0.323,40.78073,-73.96123,0.276,40.78103,-73.95842,0.229,40.65818,-73.82303,0.079,2026-03-11 19:16:35.688930922,40.66055,-73.81492
SEQ_0043375,train,40.79054,-73.95455,0.698,40.78073,-73.96123,0.652,40.78103,-73.95842,0.605,40.65818,-73.82303,0.454,40.66055,-73.81492,0.376,2026-03-11 19:39:08.000000000,40.65392,-73.99346
SEQ_0043376,train,40.78073,-73.96123,0.654,40.78103,-73.95842,0.607,40.65818,-73.82303,0.457,40.66055,-73.81492,0.378,40.65392,-73.99346,0.002,2026-03-11 19:39:17.000000000,40.66786,-73.99837
SEQ_0043377,train,40.78103,-73.95842,0.621,40.65818,-73.82303,0.471,40.66055,-73.81492,0.392,40.65392,-73.99346,0.016,40.66786,-73.99837,0.014,2026-03-11 19:40:07.000000000,40.66375,-73.99804
SEQ_0043378,train,40.65818,-73.82303,0.542,40.66055,-73.81492,0.463,40.65392,-73.99346,0.088,40.66786,-73.99837,0.085,40.66375,-73.99804,0.071,2026-03-11 19:44:23.000000000,40.65581,-74.00607
SEQ_0043379,train,40.66055,-73.81492,0.53,40.65392,-73.99346,0.154,40.66786,-73.99837,0.152,40.66375,-73.99804,0.138,40.65581,-74.00607,0.067,2026-03-11 19:48:23.000000000,40.67493,-73.99737
SEQ_0043380,train,40.65392,-73.99346,0.246,40.66786,-73.99837,0.244,40.66375,-73.99804,0.23,40.65581,-74.00607,0.159,40.67493,-73.99737,0.092,2026-03-11 19:53:54.000000000,40.62431,-73.99166
SEQ_0043381,train,40.66786,-73.99837,0.245,40.66375,-73.99804,0.231,40.65581,-74.00607,0.16,40.67493,-73.99737,0.093,40.62431,-73.99166,0.001,2026-03-11 19:53:58.000000000,40.61465,-73.9886
SEQ_0043382,train,40.66375,-73.99804,0.376,40.65581,-74.00607,0.305,40.67493,-73.99737,0.238,40.62431,-73.99166,0.146,40.61465,-73.9886,0.145,2026-03-11 20:02:40.000000000,40.63298,-73.90038
SEQ_0043383,train,40.65581,-74.00607,0.761,40.67493,-73.99737,0.695,40.62431,-73.99166,0.603,40.61465,-73.9886,0.602,40.63298,-73.90038,0.457,2026-03-11 20:30:04.000000000,40.66953,-73.891
SEQ_0043384,train,40.67493,-73.99737,0.846,40.62431,-73.99166,0.754,40.61465,-73.9886,0.753,40.63298,-73.90038,0.608,40.66953,-73.891,0.151,2026-03-11 20:39:09.000000000,40.6958,-73.91711
SEQ_0043385,train,40.62431,-73.99166,0.814,40.61465,-73.9886,0.813,40.63298,-73.90038,0.668,40.66953,-73.891,0.211,40.6958,-73.91711,0.06,2026-03-11 20:42:44.000000000,40.69488,-73.91159
SEQ_0043386,train,40.61465,-73.9886,0.884,40.63298,-73.90038,0.739,40.66953,-73.891,0.282,40.6958,-73.91711,0.131,40.69488,-73.91159,0.071,2026-03-11 20:47:00.000000000,40.6585,-73.87076
SEQ_0043387,train,40.63298,-73.90038,0.929,40.66953,-73.891,0.472,40.6958,-73.91711,0.321,40.69488,-73.91159,0.261,40.6585,-73.87076,0.19,2026-03-11 20:58:23.000000000,40.63011,-73.90469
SEQ_0043388,train,40.66953,-73.891,0.559,40.6958,-73.91711,0.407,40.69488,-73.91159,0.348,40.6585,-73.87076,0.276,40.63011,-73.90469,0.087,2026-03-11 21:03:35.000000000,40.65147,-73.9196
SEQ_0043389,train,40.6958,-73.91711,0.452,40.69488,-73.91159,0.392,40.6585,-73.87076,0.321,40.63011,-73.90469,0.131,40.65147,-73.9196,0.044,2026-03-11 21:06:15.000000000,40.629,-73.90379
SEQ_0043390,train,40.69488,-73.91159,0.515,40.6585,-73.87076,0.444,40.63011,-73.90469,0.254,40.65147,-73.9196,0.167,40.629,-73.90379,0.123,2026-03-11 21:13:37.000000000,40.63542,-73.90916
SEQ_0043391,train,40.6585,-73.87076,0.515,40.63011,-73.90469,0.325,40.65147,-73.9196,0.238,40.629,-73.90379,0.194,40.63542,-73.90916,0.071,2026-03-11 21:17:53.000000000,40.65249,-73.90699
SEQ_0043392,train,40.63011,-73.90469,0.349,40.65147,-73.9196,0.263,40.629,-73.90379,0.218,40.63542,-73.90916,0.096,40.65249,-73.90699,0.024,2026-03-11 21:19:21.000000000,40.65731,-73.8872
SEQ_0043393,train,40.65147,-73.9196,0.264,40.629,-73.90379,0.219,40.63542,-73.90916,0.096,40.65249,-73.90699,0.025,40.65731,-73.8872,0.001,2026-03-11 21:19:24.000000000,40.62719,-73.92018
SEQ_0043394,train,40.629,-73.90379,0.241,40.63542,-73.90916,0.118,40.65249,-73.90699,0.047,40.65731,-73.8872,0.022,40.62719,-73.92018,0.022,2026-03-11 21:20:42.000000000,40.65626,-73.89994
SEQ_0043395,train,40.63542,-73.90916,0.172,40.65249,-73.90699,0.101,40.65731,-73.8872,0.077,40.62719,-73.92018,0.076,40.65626,-73.89994,0.054,2026-03-11 21:23:58.000000000,40.66127,-73.90008
SEQ_0043396,train,40.65249,-73.90699,0.12,40.65731,-73.8872,0.096,40.62719,-73.92018,0.095,40.65626,-73.89994,0.073,40.66127,-73.90008,0.019,2026-03-11 21:25:06.000000000,40.66971,-73.89805
SEQ_0043397,train,40.65731,-73.8872,0.212,40.62719,-73.92018,0.211,40.65626,-73.89994,0.19,40.66127,-73.90008,0.135,40.66971,-73.89805,0.116,2026-03-11 21:32:05.000000000,40.69947,-73.93088
SEQ_0043398,train,40.62719,-73.92018,0.244,40.65626,-73.89994,0.222,40.66127,-73.90008,0.168,40.66971,-73.89805,0.149,40.69947,-73.93088,0.032,2026-03-11 21:34:02.000000000,40.6933,-73.9335
SEQ_0043399,train,40.65626,-73.89994,0.386,40.66127,-73.90008,0.331,40.66971,-73.89805,0.312,40.69947,-73.93088,0.196,40.6933,-73.9335,0.164,2026-03-11 21:43:51.000000000,40.71849,-73.84515
SEQ_0043400,train,40.66127,-73.90008,0.356,40.66971,-73.89805,0.337,40.69947,-73.93088,0.221,40.6933,-73.9335,0.188,40.71849,-73.84515,0.025,2026-03-11 21:45:20.000000000,40.73824,-73.86748
